video_path,anonymized,temp_res_text
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/germany_bundesliga_2016-2017/2016-10-01 - 19-30 Bayer Leverkusen 2 - 0 Dortmund/1_19_13.mp4,"[PLAYER] ([TEAM]) latches on to a pass on the edge of the box, but he can't get any power into the shot and fails to trouble [PLAYER].","[PLAYER] ([TEAM]) latches on to a precise pass on the edge of the box, but miskicks his shot and the ball goes high over the bar. Poor effort!"
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/england_epl_2015-2016/2015-08-23 - 15-30 West Brom 2 - 3 Chelsea/2_10_24.mp4,"[PLAYER] ([TEAM]) attempts to curl the ball over the defensive wall from the free kick, but his effort fails to reach the goal. The referee signals a corner kick to [TEAM].",[PLAYER] ([TEAM]) goes over to take the corner kick and it looks like he will send the ball into the penalty box.
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/spain_laliga_2015-2016/2016-03-02 - 23-00 Levante 1 - 3 Real Madrid/1_11_12.mp4,[PLAYER] ([TEAM]) takes the corner but it's cleared.,"[PLAYER] ([TEAM]) swings in a cross from the corner, but [PLAYER] reads it well and gathers the ball."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/germany_bundesliga_2016-2017/2016-10-01 - 19-30 Bayer Leverkusen 2 - 0 Dortmund/2_32_19.mp4,[PLAYER] ([TEAM]) knocks his opponent down with an over-the-top tackle.,"[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence clears the ball away to eliminate the danger."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/germany_bundesliga_2015-2016/2015-10-24 - 16-30 Bayern Munich 4 - 0 FC Koln/2_41_19.mp4,"[PLAYER] ([TEAM]) slaloms his way past challenges, but an opposing player does well to get the ball away.","[PLAYER] ([TEAM]) finds himself beyond the last defender, but the game is stopped by the referee after the linesman signals for offside."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/spain_laliga_2016-2017/2016-09-21 - 21-00 Real Madrid 1 - 1 Villarreal/1_41_08.mp4,The ball is cleared after [PLAYER] ([TEAM]) attempted to dribble past an opposing player. [TEAM] win a corner.,"[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence clears the ball away to eliminate the danger. The ball goes out for a corner. [TEAM] can continue in their attacking effort."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/spain_laliga_2016-2017/2016-09-24 - 21-45 Las Palmas 2 - 2 Real Madrid/2_45_09.mp4,[REFEREE] shows a yellow card to  for a tough tackle.,[PLAYER] ([TEAM]) is booked after bringing down an opponent. [REFEREE] had an easy-decision to make.
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/italy_serie-a_2016-2017/2017-01-29 - 17-00 Sampdoria 3 - 2 AS Roma/2_41_28.mp4,The substitution has been made. [PLAYER] ([TEAM]) has replaced [PLAYER].,The referee signals that it is time for a substitution and [PLAYER] ([TEAM]) is coming onto the pitch as [PLAYER] cannot continue after picking up an injury.
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/spain_laliga_2014-2015/2015-04-25 - 17-00 Espanyol 0 - 2 Barcelona/1_27_26.mp4,[PLAYER] ([TEAM]) receives a well-played pass inside the penalty area and shoots. He sends the ball into orbit.,"[PLAYER] ([TEAM]) sends a lofted cross into the penalty area. Unfortunately for him, the opponent's defence deals with his cross comfortably and intercepts it."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/spain_laliga_2015-2016/2016-03-02 - 23-00 Levante 1 - 3 Real Madrid/1_38_39.mp4,The referee can't ignore those comments and [PLAYER] ([TEAM]) sees a yellow card for bad language.,[PLAYER] ([TEAM]) is booked after bringing down an opponent. [REFEREE] had an easy-decision to make.
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/germany_bundesliga_2015-2016/2015-11-08 - 17-30 Dortmund 3 - 2 Schalke/2_45_58.mp4,"[PLAYER] ([TEAM]) produces an inaccurate low pass into the box that is blocked by the one of the defenders. If this pass had slipped through, the ball would have probably ended up in the back of the net.","[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence clears the ball away to eliminate the danger."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/spain_laliga_2014-2015/2015-04-25 - 17-00 Espanyol 0 - 2 Barcelona/2_04_15.mp4,[PLAYER] ([TEAM]) is adjudged to have been offside when making his run.,[PLAYER] ([TEAM]) is adjudged to have been offside when making his run.
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/england_epl_2015-2016/2015-10-03 - 19-30 Chelsea 1 - 3 Southampton/1_37_38.mp4,"[PLAYER] ([TEAM]) sends a teasing cross into the area, but [PLAYER] intercepts the ball. The referee blows his whistle, [TEAM] are awarded a corner kick.","[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence clears the ball away to eliminate the danger. The ball goes out for a corner. [TEAM] can continue in their attacking effort."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/spain_laliga_2015-2016/2016-03-02 - 23-00 Levante 1 - 3 Real Madrid/2_36_06.mp4,"[PLAYER] ([TEAM]) produces a long-range cannon of a shot after a nice pass. The ball heads towards the left post, but is stopped by a great save from [PLAYER] and the score remains the same. The ball goes out of play and [TEAM] have been awarded a corner kick.","[PLAYER] ([TEAM]) receives a good pass just outside the box, unleashes a strike from a promising position, but the shot is blocked by the defender."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/europe_uefa-champions-league_2016-2017/2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG/1_35_16.mp4,[PLAYER] ([TEAM]) gets a yellow card.,[PLAYER] ([TEAM]) is booked after bringing down an opponent. [REFEREE] had an easy-decision to make.
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/germany_bundesliga_2015-2016/2015-11-08 - 17-30 Dortmund 3 - 2 Schalke/1_35_48.mp4,[PLAYER] ([TEAM]) makes a rough challenge and [REFEREE] blows his whistle for a foul. [TEAM] earn a free kick which could lead to a goal-scoring opportunity.,"[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence clears the ball away to eliminate the danger."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/germany_bundesliga_2016-2017/2016-11-19 - 20-30 Dortmund 1 - 0 Bayern Munich/2_14_44.mp4,"The ball rebounds to [PLAYER] ([TEAM]) around the penalty spot and he produces a header towards the goal. Unfortunately for him, one of the defenders prevents the ball from ending in the net. [TEAM] have been awarded a corner kick.","[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence clears the ball away to eliminate the danger. The ball is out of play and the linesman points at the corner flag. Corner to [TEAM]."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/europe_uefa-champions-league_2014-2015/2015-03-10 - 22-45 Real Madrid 3 - 4 Schalke/2_25_43.mp4,"[PLAYER] ([TEAM]) makes a yard for himself and attempts to endanger the goalkeeper with a long-range shot. His great effort, however, goes a whisker wide of the left post.","[PLAYER] ([TEAM]) latches on to a precise pass on the edge of the box, but miskicks his shot and the ball goes high over the bar. Poor effort!"
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/spain_laliga_2014-2015/2015-04-18 - 21-00 Real Madrid 3 - 1 Malaga/1_39_45.mp4,"[PLAYER] ([TEAM]) attempts to find one of his teammates with a fine lofted pass, but the defence reacts well to intercept the effort.","[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence clears the ball away to eliminate the danger."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/italy_serie-a_2016-2017/2016-10-02 - 21-45 AS Roma 2 - 1 Inter/2_33_27.mp4,The referee signals that it is time for a substitution and [PLAYER] ([TEAM]) is coming onto the pitch as [PLAYER] cannot continue after picking up an injury.,The referee signals that it is time for a substitution and [PLAYER] ([TEAM]) is coming onto the pitch as [PLAYER] cannot continue after picking up an injury.
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/spain_laliga_2015-2016/2015-09-19 - 17-00 Real Madrid 1 - 0 Granada CF/2_29_22.mp4,"[PLAYER] ([TEAM]) wins the ball after the corner kick and takes a shot from the edge of the box, but it's blocked by one of the defending players.","[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence clears the ball away to eliminate the danger."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/spain_laliga_2016-2017/2016-09-24 - 21-45 Las Palmas 2 - 2 Real Madrid/2_25_12.mp4,"[PLAYER] ([TEAM]) dribbles into the box, but [PLAYER] is quick enough to come off his line and stop him. [TEAM] will have a chance to score from a corner kick.","[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence clears the ball away to eliminate the danger. The ball goes out for a corner. [TEAM] can continue in their attacking effort."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/italy_serie-a_2016-2017/2017-05-20 - 21-45 Napoli 4 - 1 Fiorentina/2_03_25.mp4,[PLAYER] ([TEAM]) has tested the patience of referee [REFEREE] and goes into the book for a previous late challenge.,[PLAYER] ([TEAM]) is booked after bringing down an opponent. [REFEREE] had an easy-decision to make.
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/europe_uefa-champions-league_2014-2015/2015-03-10 - 22-45 Real Madrid 3 - 4 Schalke/1_10_47.mp4,"[PLAYER] ([TEAM]) and [PLAYER] attempt to exchange short two-yard passes, but the opposition's defence intercepts the ball.","[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence clears the ball away to eliminate the danger."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/england_epl_2015-2016/2016-03-01 - 22-45 Norwich 1 - 2 Chelsea/1_39_29.mp4,"[PLAYER] ([TEAM]) stands over the free kick and opts to take it himself, sending it towards the right post only for [PLAYER] to dive and make a save. [TEAM] have been awarded a corner kick.","[PLAYER] ([TEAM]) sends a lofted cross into the penalty area. Unfortunately for him, the opponent's defence deals with his cross comfortably and intercepts it."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/england_epl_2015-2016/2016-02-03 - 22-45 Watford 0 - 0 Chelsea/1_32_44.mp4,"[PLAYER] ([TEAM]) lifts the ball into the box from the corner, but one of the defending players gets there first to head it clear.",[PLAYER] ([TEAM]) takes the corner but fails to find any of his teammates as he overhits the effort.
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/germany_bundesliga_2016-2017/2016-11-19 - 20-30 Dortmund 1 - 0 Bayern Munich/1_10_01.mp4,Goal [PLAYER] ([TEAM])! [PLAYER] ([TEAM]) was put through by [PLAYER] and he showed brilliant composure inside the box to fire into the bottom left corner. 1:0.,Goal! [PLAYER] ([TEAM]) was in the right place at the right time to get to the rebound inside the box and gleefully rifles the ball low inside the left post. It's 1:0.
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/england_epl_2015-2016/2015-09-26 - 19-30 Newcastle Utd 2 - 2 Chelsea/2_01_37.mp4,The defence is alert as they clear a dangerous cross from [PLAYER] ([TEAM]). The ball is out of play. [TEAM] will have a throw-in.,[PLAYER] ([TEAM]) takes the corner but fails to find any of his teammates as he overhits the effort.
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/spain_laliga_2014-2015/2015-04-18 - 21-00 Real Madrid 3 - 1 Malaga/2_02_32.mp4,[REFEREE] has a clear sight and sees a foul from [PLAYER] ([TEAM]).,"[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence clears the ball away to eliminate the danger."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/europe_uefa-champions-league_2016-2017/2017-05-02 - 21-45 Real Madrid 3 - 0 Atl. Madrid/1_14_05.mp4,"[PLAYER] ([TEAM]) crosses the ball into the box, but one of the defending players averts the threat. [TEAM] earn a corner.","[PLAYER] ([TEAM]) finds himself beyond the last defender, but the game is stopped by the referee after the linesman signals for offside."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/spain_laliga_2016-2017/2016-12-18 - 22-45 Barcelona 4 - 1 Espanyol/1_22_55.mp4,[TEAM] are showing great team chemistry. They are passing the ball around seamlessly.,"[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence clears the ball away to eliminate the danger."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/spain_laliga_2016-2017/2017-04-26 - 20-30 Barcelona 7 - 1 Osasuna/2_18_34.mp4,"GOAL! [PLAYER] ([TEAM]) collects a pass and from inside the box he lifts the ball over [PLAYER], who was off his line. What a finish that is! 5:1.","Goal! [PLAYER] ([TEAM]) weaves his way past opponents, and he unleashes a magnificent effort from the edge of the box into the bottom left corner. [PLAYER] had no chance of reaching it. The score is 0:1."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/europe_uefa-champions-league_2016-2017/2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG/1_26_52.mp4,[PLAYER] ([TEAM]) takes the corner but fails to find any of his teammates. The ball is easily cleared out of danger.,[PLAYER] ([TEAM]) takes the corner but fails to find any of his teammates as he overhits the effort.
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/england_epl_2015-2016/2016-02-03 - 22-45 Watford 0 - 0 Chelsea/1_17_23.mp4,[PLAYER] ([TEAM]) steps up to send the ball in.,"[PLAYER] ([TEAM]) swings in a cross from the corner, but [PLAYER] reads it well and gathers the ball."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/england_epl_2015-2016/2015-09-26 - 19-30 Newcastle Utd 2 - 2 Chelsea/1_41_38.mp4,[PLAYER] sends an inch-perfect lofted cross into the box. [PLAYER] ([TEAM]) latches on to it and finishes with a quick shot which hits the left post and bounces in off it. The goalkeeper had no chance. The score changes to 1:0.,"Goal! [PLAYER] ([TEAM]) weaves his way past opponents, and he unleashes a magnificent effort from the edge of the box into the bottom left corner. [PLAYER] had no chance of reaching it. The score is 1:0."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/england_epl_2015-2016/2015-09-26 - 19-30 Newcastle Utd 2 - 2 Chelsea/2_10_16.mp4,[PLAYER] ([TEAM]) tries to send a pass but it's blocked.,"[PLAYER] ([TEAM]) receives a good pass just outside the box, unleashes a strike from a promising position, but the shot is blocked by the defender."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/england_epl_2015-2016/2016-02-03 - 22-45 Watford 0 - 0 Chelsea/2_29_38.mp4,[PLAYER] ([TEAM]) pulls the shirt of his opponent and only escapes without punishment due to the benevolence of the referee.,[PLAYER] ([TEAM]) is clearly asking for some medical attention with his painful gestures. The extent of his injury is yet to be discovered.
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/europe_uefa-champions-league_2014-2015/2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona/2_47_42.mp4,[PLAYER] ([TEAM]) brings his opponent down. [REFEREE] has a clear sight of it and blows his whistle for a foul. PENALTY to [TEAM]! Great chance to score.,"[PLAYER] ([TEAM]) swings a cross into the box, but it's far too close to [PLAYER], who smothers the ball."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/italy_serie-a_2016-2017/2017-01-29 - 17-00 Sampdoria 3 - 2 AS Roma/2_02_35.mp4,"[PLAYER] ([TEAM]) puts a dangerous cross into the box, but the corner is cleared by the first man.","[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence clears the ball away to eliminate the danger."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/germany_bundesliga_2015-2016/2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen/1_40_38.mp4,[PLAYER] ([TEAM]) commits a foul and [REFEREE] immediately signals a free kick.,Goal! [PLAYER] ([TEAM]) was in the right place at the right time to get to the rebound inside the box and gleefully rifles the ball low inside the left post. It's 1:0.
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/spain_laliga_2015-2016/2016-05-14 - 18-00 Dep. La Coruna 0 - 2 Real Madrid/2_39_00.mp4,"[PLAYER] ([TEAM]) swings in the corner, but fails to find any of his teammates. One of the defenders reacts superbly to get it clear.","[PLAYER] ([TEAM]) swings in the corner, but fails to find any of his teammates. One of the defenders reacts superbly to get it clear."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/spain_laliga_2014-2015/2015-04-25 - 17-00 Espanyol 0 - 2 Barcelona/2_11_06.mp4,"[PLAYER] ([TEAM]) accepts a pass deep inside the box and after a nice touch sends the ball towards the bottom left corner. It is a pretty sweet shot, but one of the defenders changes the trajectory of the ball and deflects it onto the post. What an unlucky moment for [PLAYER] ([TEAM]). He must have smashed a mirror recently. The ball goes out for a corner. [TEAM] can continue in their attacking effort.","[PLAYER] ([TEAM]) finds himself beyond the last defender, but the game is stopped by the referee after the linesman signals for offside."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/england_epl_2015-2016/2015-10-24 - 17-00 West Ham 2 - 1 Chelsea/1_19_45.mp4,"[PLAYER] ([TEAM]) unleashed a powerful long-range strike, but the ball was blocked by a defender on its way.","[PLAYER] ([TEAM]) attempts to find one of his teammates, but puts far too much on the pass and the chance is gone."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/spain_laliga_2015-2016/2015-12-05 - 18-00 Real Madrid 4 - 1 Getafe/2_37_42.mp4,Neat passing move from [TEAM] in order to create new attacking opportunities.,[TEAM] hold possession of the ball and display neat passing from player to player. They are waiting for the right moment to open up the opposition's defence to hit them swiftly on the break.
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/spain_laliga_2015-2016/2016-03-02 - 23-00 Levante 1 - 3 Real Madrid/1_22_56.mp4,"[PLAYER] ([TEAM]) sends a long ball in, but [PLAYER] comfortably gathers the ball.","[PLAYER] ([TEAM]) sends a cross into the box, but [PLAYER] comes off his line to gather the ball."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/germany_bundesliga_2015-2016/2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen/1_29_10.mp4,"[PLAYER] ([TEAM]) picks up an accurate pass inside the box and unleashes a shot goalwards that smashes against the left post. It could have been a brilliant goal, unlucky.","[PLAYER] ([TEAM]) receives a good pass just outside the box, unleashes a strike from a promising position, but the shot is blocked by the defender."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/germany_bundesliga_2015-2016/2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen/1_42_51.mp4,A pass from [PLAYER] ([TEAM]) is intercepted by [PLAYER] and the move breaks down.,"[PLAYER] ([TEAM]) swings a cross into the box, but it's far too close to [PLAYER], who smothers the ball."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/spain_laliga_2016-2017/2016-09-21 - 21-00 Real Madrid 1 - 1 Villarreal/2_40_15.mp4,"[PLAYER] ([TEAM]) fires the ball at goal from inside the area, but it's well blocked.","[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence clears the ball away to eliminate the danger. The ball goes out for a corner. [TEAM] can continue in their attacking effort."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/spain_laliga_2015-2016/2016-05-14 - 18-00 Dep. La Coruna 0 - 2 Real Madrid/1_12_59.mp4,"[PLAYER] ([TEAM]) sends the ball into the box from the side of the pitch, but his cross is blocked. The ball goes out of play and [TEAM] have been awarded a corner kick.","[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence clears the ball away to eliminate the danger. The ball goes out for a corner. [TEAM] can continue in their attacking effort."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/england_epl_2015-2016/2016-02-03 - 22-45 Watford 0 - 0 Chelsea/2_27_58.mp4,"[PLAYER] ([TEAM]) joins the action as a substitute, replacing [PLAYER].","[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence clears the ball away to eliminate the danger."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/europe_uefa-champions-league_2016-2017/2017-05-02 - 21-45 Real Madrid 3 - 0 Atl. Madrid/2_40_06.mp4,"Goal - 3:0! [PLAYER] laid the ball off to [PLAYER] ([TEAM]), who shot from close range low into the back of the net, leaving the goalkeeper helpless.","Goal! [PLAYER] ([TEAM]) weaves his way past opponents, and he unleashes a magnificent effort from the edge of the box into the bottom left corner. [PLAYER] had no chance of reaching it. The score is 0:1."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/europe_uefa-champions-league_2014-2015/2015-04-15 - 21-45 FC Porto 3 - 1 Bayern Munich/2_32_50.mp4,[PLAYER] ([TEAM]) overhits the corner kick and none of his teammates can their head on it.,[PLAYER] ([TEAM]) takes the corner but fails to find any of his teammates as he overhits the effort.
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/italy_serie-a_2016-2017/2016-09-11 - 16-00 AC Milan 0 - 1 Udinese/2_02_35.mp4,Corner kick. [PLAYER] ([TEAM]) is ready to send the ball into the box.,"[PLAYER] ([TEAM]) steps up to take the corner. He launches the ball into the penalty area, but it only finds the head of an opposing player who clears the danger."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/england_epl_2015-2016/2015-10-24 - 17-00 West Ham 2 - 1 Chelsea/2_12_43.mp4,[PLAYER] ([TEAM]) whips a long ball in from the free kick which is intercepted by [PLAYER].,"A cross from a mid-range free kick, taken by [TEAM], is intercepted by one of the defenders."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/england_epl_2016-2017/2017-01-21 - 15-30 Liverpool 2 - 3 Swansea/2_15_44.mp4,[PLAYER] ([TEAM]) is able to continue to play.,[PLAYER] ([TEAM]) is clearly asking for some medical attention with his painful gestures. The extent of his injury is yet to be discovered.
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/england_epl_2015-2016/2015-10-24 - 17-00 West Ham 2 - 1 Chelsea/1_22_09.mp4,"[PLAYER] ([TEAM]) sends a long ball in, but [PLAYER] comfortably gathers the ball.","[PLAYER] ([TEAM]) attempts to find one of his teammates, but puts far too much on the pass and the chance is gone."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/italy_serie-a_2016-2017/2017-05-20 - 21-45 Napoli 4 - 1 Fiorentina/2_14_18.mp4,[PLAYER] ([TEAM]) scores! He latches on to a pass and produces a perfect strike from the edge of the box that goes inside the left post and past the goalkeeper.,"Goal! [PLAYER] ([TEAM]) weaves his way past opponents, and he unleashes a magnificent effort from the edge of the box into the bottom left corner. [PLAYER] had no chance of reaching it. The score is 0:1."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/england_epl_2015-2016/2015-11-08 - 19-00 Arsenal 1 - 1 Tottenham/1_16_16.mp4,[PLAYER] ([TEAM]) commits a foul and [REFEREE] immediately signals a free kick.,"[PLAYER] ([TEAM]) swings in a cross from the corner, but [PLAYER] reads it well and gathers the ball."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/europe_uefa-champions-league_2016-2017/2016-11-01 - 20-45 Besiktas 1 - 1 Napoli/1_16_06.mp4,[PLAYER] ([TEAM]) quickly takes the corner kick with a short pass.,"[PLAYER] ([TEAM]) steps up to take the corner. He launches the ball into the penalty area, but it only finds the head of an opposing player who clears the danger."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/england_epl_2015-2016/2015-09-26 - 19-30 Newcastle Utd 2 - 2 Chelsea/2_51_37.mp4,[PLAYER] ([TEAM]) has tested the patience of referee [REFEREE] and goes into the book for a previous late challenge.,[PLAYER] ([TEAM]) is booked after bringing down an opponent. [REFEREE] had an easy-decision to make.
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/spain_laliga_2015-2016/2016-03-02 - 23-00 Levante 1 - 3 Real Madrid/1_10_04.mp4,[PLAYER] ([TEAM]) blasts the ball high over the crossbar.,"[PLAYER] ([TEAM]) latches on to a precise pass on the edge of the box, but miskicks his shot and the ball goes high over the bar. Poor effort!"
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/europe_uefa-champions-league_2016-2017/2016-11-23 - 22-45 Arsenal 2 - 2 Paris SG/2_32_00.mp4,Here is a change. [PLAYER] is going off and [COACH] gives the last tactical orders to [PLAYER] ([TEAM]).,The referee signals that it is time for a substitution and [PLAYER] ([TEAM]) is coming onto the pitch as [PLAYER] cannot continue after picking up an injury.
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/england_epl_2016-2017/2017-01-21 - 15-30 Liverpool 2 - 3 Swansea/2_33_29.mp4,Today's match ends for [PLAYER] who will be replaced by [PLAYER] ([TEAM]).,The referee signals that it is time for a substitution and [PLAYER] ([TEAM]) is coming onto the pitch as [PLAYER] cannot continue after picking up an injury.
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/europe_uefa-champions-league_2014-2015/2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona/2_20_10.mp4,[PLAYER] ([TEAM]) fails to send a pass into the box as his effort is cut out. The referee signals a corner kick to [TEAM].,"[PLAYER] ([TEAM]) sends a lofted cross into the penalty area. Unfortunately for him, the opponent's defence deals with his cross comfortably and intercepts it."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/england_epl_2016-2017/2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool/2_23_40.mp4,Substitution. [PLAYER] will be replaced by [PLAYER] ([TEAM]).,The referee signals that it is time for a substitution and [PLAYER] ([TEAM]) is coming onto the pitch as [PLAYER] cannot continue after picking up an injury.
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/england_epl_2015-2016/2015-08-23 - 15-30 West Brom 2 - 3 Chelsea/2_01_38.mp4,"[PLAYER] ([TEAM]) delivers a fine lofted cross into the penalty area, but it's cleared by an opposing player. The referee and one of his assistants signal for a corner kick to [TEAM].","[PLAYER] ([TEAM]) sends a lofted cross into the penalty area. Unfortunately for him, the opponent's defence deals with his cross comfortably and intercepts it. The ball is out of play. [TEAM] will have a chance to score from a corner."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/italy_serie-a_2016-2017/2016-11-20 - 17-00 Atalanta 2 - 1 AS Roma/2_30_11.mp4,"[PLAYER] ([TEAM]) steps up to take the corner, but the ball just sails in among the defenders. Good work from [TEAM] as they win a corner.","[PLAYER] ([TEAM]) swings in a cross, but the ball is cleared to safety by one of the defending players. The ball goes behind for a corner. [TEAM] will have an opportunity to threaten the opposition's goal."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/spain_laliga_2014-2015/2015-04-18 - 21-00 Real Madrid 3 - 1 Malaga/2_29_30.mp4,Substitution. [PLAYER] ([TEAM]) on for [PLAYER].,Substitution. [PLAYER] ([TEAM]) receives a signal from the referee and is now allowed to enter the pitch as [PLAYER] walks off.
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/england_epl_2016-2017/2016-10-15 - 14-30 Chelsea 3 - 0 Leicester/1_33_46.mp4,[REFEREE] has a clear sight and sees a foul from [PLAYER] ([TEAM]). [TEAM] win a free kick and will be able to apply some pressure on the opposition goal.,[PLAYER] ([TEAM]) was too fierce in his attempt to get the ball from his opponent and [REFEREE] blows for a foul.
